转换注：
该NPK辞典条目格式根据COLG精灵-传说纯手动改编
用于恋恋のEx的NPK辞典中查询使用
若有补充，请联系原作者，并通过原作者联系我进行修订（也可以自己修订）
BY-乘着歌声的翅膀2018.6.19
--------------------------------------------------------
使用方法：
在恋恋のEx的输出目录（默认为软件同目录下的output文件夹下），
找到npkdict.txt，将此文件替换即可。
恋恋のEx的NPK辞典可在主界面中特殊工具菜单中找到。
--------------------------------------------------------
原作者注：
有什么代码可以提供，我QQ是1289309989，论坛名称：精灵-传说
也欢迎加入补丁群进行讨论，群号334906062，
代码表持续更新中
更新于2018.6.19
--------------------------------------------------------
sprite_character_demonicswordsman.NPK,(黑暗武士)空的
sprite_character_knight_equipment_weapon_lswd.NPK,(守护者)巨剑
sprite_character_knight_equipment_weapon_shield.NPK,(守护者)盾
sprite_character_knight_equipment_weapon_sswd.NPK,(守护者)短剑
sprite_character_knight_equipment_weapon_boneswd.NPK,(守护者)短剑
sprite_character_knight_equipment_weapon_gemswd.NPK,(守护者)短剑
sprite_character_knight_equipment_weapon_lgswd.NPK,(守护者)长剑
sprite_character_knight_equipment_weapon_mswd.NPK,(守护者)巨剑
sprite_character_knight_effect.NPK,(守护者)死后&技能图标
sprite_character_knight_equipment_custom.NPK,(守护者)龙骑士·帕拉丁盾牌
sprite_character_knight_effect_seraphicfall.NPK,(守护者)帕拉丁·光盾
sprite_character_knight_equipment_growtype.NPK,(守护者)职业特征
sprite_character_knight_effect_cutin.NPK,(守护者)二次觉醒立绘
sprite_character_knight_effect_ancientboar.NPK,古代野猪
sprite_character_knight_effect_ancientdeer.NPK,古代之鹿
sprite_character_knight_effect_batteringram.NPK,破城推
sprite_character_knight_effect_bigdaddy.NPK,简易召唤`创造之父
sprite_character_knight_effect_borass.NPK,简易召唤`伯拉斯
sprite_character_knight_effect_brainstorm.NPK,智慧风暴
sprite_character_knight_effect_chaosattack.NPK,屠戮
sprite_character_knight_effect_charge.NPK,天马星光
sprite_character_knight_effect_commoncall.NPK,简易召唤
sprite_character_knight_effect_commonteleport.NPK,简易召唤
sprite_character_knight_effect_counterattack.NPK,盾袭
sprite_character_knight_effect_crazyspin.NPK,简易召唤`风暴之魔
sprite_character_knight_effect_darkshockwave.NPK,黑之冲击
sprite_character_knight_effect_dementionmolt.NPK,某爆炸
sprite_character_knight_effect_demonwall.NPK,恶魔之盾
sprite_character_knight_effect_devaaten.NPK,守护者阿顿
sprite_character_knight_effect_dimensionblade.NPK,次元之刃
sprite_character_knight_effect_disarming.NPK,解除武装
sprite_character_knight_effect_elementalcircle.NPK,属性转换
sprite_character_knight_effect_elvishjump.NPK,精灵之跃
sprite_character_knight_effect_fancytwist.NPK,风暴形态
sprite_character_knight_effect_finalattack.NPK,终结一击
sprite_character_knight_effect_finish.NPK,终结
sprite_character_knight_effect_gelatinmask.NPK,简易召唤`杰克丁马斯克
sprite_character_knight_effect_genocidecrush.NPK,某旋斩
sprite_character_knight_effect_greatvolition.NPK,伟大的意识
sprite_character_knight_effect_heartqueen.NPK,简易召唤`心之女皇
sprite_character_knight_effect_hellgate.NPK,地狱之门
sprite_character_knight_effect_hystericworrier.NPK,简易召唤`狂战士
sprite_character_knight_effect_intercept.NPK,戳击
sprite_character_knight_effect_jump.NPK,跳
sprite_character_knight_effect_jumpattack.NPK,跳攻
sprite_character_knight_effect_lethalpunto.NPK,致命刺击
sprite_character_knight_effect_lionkick.NPK,猛狮踢
sprite_character_knight_effect_luckywacky.NPK,简易召唤`乐克瓦克
sprite_character_knight_effect_lungerevolution.NPK,进化之刃
sprite_character_knight_effect_magicianbomb.NPK,右路自爆
sprite_character_knight_effect_natureblessing.NPK,大自然的庇护
sprite_character_knight_effect_naturesguardian.NPK,自然守护
sprite_character_knight_effect_overpower.NPK,压制
sprite_character_knight_effect_penetration.NPK,铜墙铁壁
sprite_character_knight_effect_perfectguard.NPK,某盾牌
sprite_character_knight_effect_ragehat.NPK,简易召唤`疯狂之首
sprite_character_knight_effect_resonance.NPK,某次元斩
sprite_character_knight_effect_riding.NPK,骑士之乘
sprite_character_knight_effect_ridingbasicattack.NPK,独角兽普通攻击
sprite_character_knight_effect_ridingcast.NPK,独角兽某闪光
sprite_character_knight_effect_ridingkick.NPK,独角兽踢
sprite_character_knight_effect_ridingrun.NPK,独角兽跑
sprite_character_knight_effect_ridingtornadostab.NPK,独角兽风暴刺
sprite_character_knight_effect_ridingturn.NPK,独角兽转
sprite_character_knight_effect_rosearmor.NPK,玫瑰之盔
sprite_character_knight_effect_sacrificebomb.NPK,自爆
sprite_character_knight_effect_sentense.NPK,宣告
sprite_character_knight_effect_shacklesofnature.NPK,自然束缚
sprite_character_knight_effect_shieldcharge.NPK,信赖之突进
sprite_character_knight_effect_shieldguard.NPK,盾牌防御
sprite_character_knight_effect_shieldguard_counter.NPK,盾牌防御之袭
sprite_character_knight_effect_shieldrush.NPK,某按键攻击
sprite_character_knight_effect_shieldstark.NPK,某攻击
sprite_character_knight_effect_signoflife.NPK,生命前兆
sprite_character_knight_effect_smash.NPK,粉碎
sprite_character_knight_effect_stopattack.NPK,禁止攻击
sprite_character_knight_effect_swordofforest.NPK,新绿之剑
sprite_character_knight_effect_twinkleartist.NPK,简易召唤`闪耀助手
sprite_character_knight_effect_uppershield.NPK,盾击
sprite_character_knight_effect_vampirechildren.NPK,简易召唤`吸血小鬼
sprite_character_knight_effect_vanguardstratsh.NPK,革命之矛
sprite_character_knight_effect_vicioustransfusion.NPK,恶魔献祭
sprite_character_knight_effect_vslash.NPK,苍穹剑
sprite_character_knight_effect_warcry.NPK,呐喊
sprite_character_knight_effect_wheeloffate.NPK,命运之轮
sprite_character_knight_effect_wonderfulrush.NPK,魔神乱舞
sprite_character_knight_effect_weepingwave.NPK,神光冲击
sprite_character_knight_effect_purifying.NPK,神光连斩
sprite_character_knight_effect_divineshield.NPK,圣盾
sprite_character_knight_effect_conciliation.NPK,圣盾突击特效（调用神光之跃）
sprite_character_knight_effect_weepingwave.NPK,圣盾突击特效（调用神光冲击）
sprite_character_knight_effect_shieldbreak.NPK,圣盾突击
sprite_character_knight_effect_wrath.NPK,神光喷涌
sprite_character_knight_effect_confesion.NPK,神光闪耀
sprite_character_knight_effect_forgiveness.NPK,神光闪影击
sprite_character_knight_effect_weepingwave.NPK,神罚之锤特效（调用神光冲击）
sprite_character_knight_effect_estrangement.NPK,神罚之锤
sprite_character_knight_effect_conciliation.NPK,神光之跃
sprite_character_knight_effect_priceofmistrust.NPK,信仰聚合：神光惩戒
sprite_character_knight_effect_divinesanctuary.NPK,神光庇护
sprite_character_knight_effect_integration.NPK,圣盾裁决
sprite_character_knight_effect_mandateofheaven.NPK,破晓之光
sprite_character_knight_effect_weepingwave.NPK,破晓之光特效（调用神光冲击）
sprite_character_knight_effect_obstruction.NPK,神光回旋斩
sprite_character_knight_effect_engagement.NPK,神圣信约
sprite_character_knight_effect_conciliation.NPK,神圣信约特效（调用神光之跃）
sprite_character_knight_effect_weepingwave.NPK,神圣信约特效（调用神光冲击）
sprite_character_knight_effect_judgementcall.NPK,大天使降临
sprite_character_knight_effect_weepingwave.NPK,大天使降临特效（调用神光冲击）
sprite_character_knight_effect_dragonwing.NPK,龙翼
sprite_character_knight_effect_dragontooth.NPK,龙人剑术
sprite_character_knight_effect_firebreath.NPK,火焰吐息（同龙之吐息）
sprite_character_knight_effect_blitzstrike.NPK,龙翼突袭
sprite_character_knight_effect_dragonwing.NPK,龙翼突袭·调用文件（同龙翼）
sprite_character_knight_effect_summonastr.NPK,龙语召唤：阿斯特拉
sprite_character_knight_effect_bursthorn.NPK,爆破龙角
sprite_character_knight_effect_dragonfang.NPK,龙之撕咬
sprite_character_knight_effect_knuckleblaster.NPK,龙拳
sprite_character_knight_effect_foodfighting.NPK,肉食主义
sprite_character_knight_effect_spinningraid.NPK,龙翼穿刺
sprite_character_knight_effect_dragonsmash.NPK,飞龙斩
sprite_character_knight_effect_participation.NPK,龙刃无双
sprite_character_knight_effect_stormbreath.NPK,魔龙之息特效
sprite_character_knight_effect_astra.NPK,魔龙之息·龙
sprite_character_knight_effect_disaster.NPK,雷光嘶吼
sprite_character_knight_effect_astra.NPK,雷光嘶吼·龙（同魔龙之息·龙）
sprite_character_knight_effect_jumpattack.NPK,龙皇制裁·特效
sprite_character_knight_effect_exterminate.NPK,龙皇制裁
sprite_character_swordman_effect_atgigablade.NPK,龙皇制裁·调用文件（同空绝斩:千刃）
sprite_character_knight_effect_dragonsmash.NPK,魔龙星落·特效（同飞龙斩）
sprite_character_knight_effect_dragonburst.NPK,魔龙星落
sprite_character_knight_effect_stormbreath.NPK,魔龙天翔·特效（同魔龙之息特效）
sprite_character_knight_effect_astra.NPK,魔龙天翔·龙（同魔龙之息·龙）
sprite_character_demoniclancer_effect_headoncharge.NPK,魔龙天翔·特效
sprite_character_knight_effect_skyrush.NPK,魔龙天翔
sprite_character_knight_effect_lastlight.NPK,龙神裁剪：终末之光·宇宙
sprite_character_knight_effect_lastlight_astra.NPK,龙神裁剪：终末之光·阿斯特拉
sprite_character_knight_effect_lastlight_end.NPK,龙神裁剪：终末之光·落地特效
sprite_character_knight_effect_lastlight_end2.NPK,龙神裁剪：终末之光·落地特效
sprite_character_knight_effect_lastlight_planet.NPK,龙神裁剪：终末之光·星球
sprite_character_knight_effect_participation.NPK,征战无双
sprite_character_knight_effect_stormbreath.NPK,征战无双·特效（同魔龙之息）
sprite_character_knight_effect_astra.NPK,征战无双·龙（同魔龙之息·龙）
sprite_character_knight_effect_dragonianweapon.NPK,龙骑士·普通攻击
sprite_character_fighter_atequipment_avatar_belt.NPK,(男格斗家)腰部
sprite_character_fighter_atequipment_avatar_cap.NPK,(男格斗家)帽子
sprite_character_fighter_atequipment_avatar_coat.NPK,(男格斗家)上衣
sprite_character_fighter_atequipment_avatar_face.NPK,(男格斗家)脸部
sprite_character_fighter_atequipment_avatar_hair.NPK,(男格斗家)头发
sprite_character_fighter_atequipment_avatar_neck.NPK,(男格斗家)胸部
sprite_character_fighter_atequipment_avatar_pants.NPK,(男格斗家)裤子
sprite_character_fighter_atequipment_avatar_shoes.NPK,(男格斗家)鞋子
sprite_character_fighter_atequipment_avatar_skin.NPK,(男格斗家)皮肤
sprite_character_fighter_atequipment_weapon_arm.NPK,(男格斗家)机械臂铠
sprite_character_fighter_atequipment_weapon_boneclaw.NPK,(男格斗家)骨爪
sprite_character_fighter_atequipment_weapon_boxglove.NPK,(男格斗家)拳套
sprite_character_fighter_atequipment_weapon_claw.NPK,(男格斗家)爪
sprite_character_fighter_atequipment_weapon_gauntlet.NPK,(男格斗家)臂铠
sprite_character_fighter_atequipment_weapon_glove.NPK,(男格斗家)手套
sprite_character_fighter_atequipment_weapon_knuckle.NPK,(男格斗家)指虎
sprite_character_fighter_atequipment_weapon_tonfa.NPK,(男格斗家)东方棍
sprite_character_fighter_atequipment_growtype.NPK,(男格斗家)职业特征
sprite_character_fighter_effect.NPK,(男格斗家)气功、技能图标、其他特效
sprite_character_fighter_effect_cutin.NPK,(男格斗家)二觉立绘
sprite_character_fighter_effect_at108stairsex.NPK,武莲华,
sprite_character_fighter_effect_atattack.NPK,男格斗家技能特效
sprite_character_fighter_effect_atblockbuster.NPK,狂暴,-,砖块投掷
sprite_character_fighter_effect_atchainkick.NPK,霹雳三重踢
sprite_character_fighter_effect_atchargespear.NPK,彗星冲击
sprite_character_fighter_effect_atclosepunch.NPK,冲膝
sprite_character_fighter_effect_atcrashlowkick.NPK,碎骨
sprite_character_fighter_effect_atcrashrope.NPK,千丝乱舞
sprite_character_fighter_effect_atcrazymount.NPK,念兽：猛虎震地特效
sprite_character_fighter_effect_atdashafterdash.NPK,野蛮冲撞
sprite_character_fighter_effect_atdashpunch.NPK,肘击
sprite_character_fighter_effect_atdefinitegrab.NPK,暴力抓取的特效
sprite_character_fighter_effect_atdestroyearthskydrop.NPK,天崩地裂
sprite_character_fighter_effect_atearthbreak.NPK,金刚碎
sprite_character_fighter_effect_atenchantpoison.NPK,毒瓶投掷
sprite_character_fighter_effect_atenergyball.NPK,念气波
sprite_character_fighter_effect_atenergyfield.NPK,螺旋念气场
sprite_character_fighter_effect_atfastdash.NPK,瞬步
sprite_character_fighter_effect_atflamelegs.NPK,烈焰焚步
sprite_character_fighter_effect_atglueyfruitthrow.NPK,爆破黏球
sprite_character_fighter_effect_atglueyfruitthrow_appendage.NPK,爆破黏球
sprite_character_fighter_effect_atglueyfruitthrow_explosionfruit.NPK,爆破黏球
sprite_character_fighter_effect_atglueyfruitthrow_throwfruit.NPK,爆破黏球
sprite_character_fighter_effect_atgrabexplosion.NPK,擒月炎
sprite_character_fighter_effect_atgroundkick.NPK,螺旋滑铲
sprite_character_fighter_effect_athiddensting.NPK,毒针投掷
sprite_character_fighter_effect_atholdup.NPK,雷霆旋踢
sprite_character_fighter_effect_athurricanespear.NPK,旋风碎心踢
sprite_character_fighter_effect_atillusion.NPK,分身
sprite_character_fighter_effect_atjumpsuplex.NPK,空中抓取特效
sprite_character_fighter_effect_atjunkspin.NPK,血色风暴
sprite_character_fighter_effect_atlegsuplex.NPK,浮空凌云踢抓取特效
sprite_character_fighter_effect_atlightningdance.NPK,闪电之舞
sprite_character_fighter_effect_atlightningdragon.NPK,念兽：猛虎震地
sprite_character_fighter_effect_atmount.NPK,骑乘金雷虎的特效
sprite_character_fighter_effect_atneedleload.NPK,血色风暴的飞出来的血针
sprite_character_fighter_effect_atnenflower.NPK,念兽：审判之金雷虎
sprite_character_fighter_effect_atnenmonster.NPK,念兽：龙虎啸（格拉古尔特效）
sprite_character_fighter_effect_atnenspear.NPK,念之战矛
sprite_character_fighter_effect_atpunchafterreturn.NPK,折颈
sprite_character_fighter_effect_atrandomkick.NPK,瞬影连环踢
sprite_character_fighter_effect_atrisingupper.NPK,炽焰旋风腿
sprite_character_fighter_effect_atroarstun.NPK,狮子吼
sprite_character_fighter_effect_atshouldercharge.NPK,铁山靠
sprite_character_fighter_effect_atsinglekick.NPK,上踢
sprite_character_fighter_effect_atspiralcolumnex.NPK,冲云念气场
sprite_character_fighter_effect_atspire.NPK,浮空凌云踢
sprite_character_fighter_effect_atstomp.NPK,鹰踏
sprite_character_fighter_effect_atsuplex.NPK,膝击
sprite_character_fighter_effect_atsuplexcyclone.NPK,地狱风火轮
sprite_character_fighter_effect_atthrowenemy.NPK,抛投
sprite_character_fighter_effect_atthrowweb.NPK,罗网投掷
sprite_character_fighter_effect_attyphoon.NPK,死亡旋律
sprite_character_fighter_effect_atvenommine.NPK,毒雷引爆
sprite_character_fighter_effect_atwhirlwindkick.NPK,旋风踢
sprite_character_fighter_effect_atwildcannonspike.NPK,裂石破天
sprite_character_fighter_equipment_avatar_belt.NPK,(女格斗家)腰部
sprite_character_fighter_equipment_avatar_cap.NPK,(女格斗家)帽子
sprite_character_fighter_equipment_avatar_coat.NPK,(女格斗家)上衣
sprite_character_fighter_equipment_avatar_face.NPK,(女格斗家)脸部
sprite_character_fighter_equipment_avatar_hair.NPK,(女格斗家)头发
sprite_character_fighter_equipment_avatar_neck.NPK,(女格斗家)胸部
sprite_character_fighter_equipment_avatar_pants.NPK,(女格斗家)下装
sprite_character_fighter_equipment_avatar_shoes.NPK,(女格斗家)鞋子
sprite_character_fighter_equipment_avatar_skin.NPK,(女格斗家)皮肤
sprite_character_fighter_equipment_avatar.NPK,(女格斗家)开始的裤子
sprite_character_fighter_equipment_weapon_arm.NPK,(女格斗家)机械臂铠
sprite_character_fighter_equipment_weapon_boneclaw.NPK,(女格斗家)骨爪
sprite_character_fighter_equipment_weapon_boxglove.NPK,(女格斗家)拳套
sprite_character_fighter_equipment_weapon_claw.NPK,(女格斗家)爪
sprite_character_fighter_equipment_weapon_gauntlet.NPK,(女格斗家)臂铠
sprite_character_fighter_equipment_weapon_glove.NPK,(女格斗家)手套
sprite_character_fighter_equipment_weapon_knuckle.NPK,(女格斗家)指虎
sprite_character_fighter_equipment_weapon_tonfa.NPK,(女格斗家)东方棍
sprite_character_fighter_equipment_growtype.NPK,(女格斗家)职业特征
sprite_character_fighter_effect.NPK,(女格斗家)气功、技能图标、其他特效
sprite_character_fighter_effect_cutin.NPK,(女格斗家)二觉立绘
sprite_character_fighter_equipment_growtype_kaiser.NPK,(女格斗家)风暴女皇特征
sprite_character_fighter_equipment_growtype_nenmaster.NPK,(女格斗家)念帝特征
sprite_character_fighter_equipment_growtype_poisonmaster.NPK,(女格斗家)毒神绝特征
sprite_character_fighter_equipment_growtype_ultimatediva.NPK,(女格斗家)极武圣特征
sprite_character_fighter_effect_blockbusterex.NPK,爆碎砖袭
sprite_character_fighter_effect_chaindestruction.NPK,圣武连环破
sprite_character_fighter_effect_closepunch.NPK,寸拳
sprite_character_fighter_effect_crashlowkick.NPK,碎骨
sprite_character_fighter_effect_dashafterdash.NPK,疾风连击
sprite_character_fighter_effect_dashpunchex.NPK,破碎拳
sprite_character_fighter_effect_dragonmine.NPK,毒龙轰天雷
sprite_character_fighter_effect_earthbreak.NPK,金刚碎
sprite_character_fighter_effect_energyball.NPK,念气波
sprite_character_fighter_effect_energyfield.NPK,螺旋念气场
sprite_character_fighter_effect_finalheaven.NPK,极舞霸皇拳
sprite_character_fighter_effect_giantswing.NPK,末日摇篮
sprite_character_fighter_effect_grabexplosionex.NPK,狂毒擒月炎
sprite_character_fighter_effect_groundkick.NPK,裂地飞沙
sprite_character_fighter_effect_hurricanesp.NPK,苍宇彗星落
sprite_character_fighter_effect_inhaledenergyshot.NPK,聚能念气炮
sprite_character_fighter_effect_inhaledenergyshot_absorbenergyball.NPK,聚能念气炮特效
sprite_character_fighter_effect_jumpsuplex.NPK,霹雳肘击
sprite_character_fighter_effect_junkspin.NPK,街头风暴
sprite_character_fighter_effect_junkspin_objects.NPK,街头风暴的大件垃圾
sprite_character_fighter_effect_legsuplexex.NPK,空绞连锤
sprite_character_fighter_effect_lightningdance.NPK,闪电之舞
sprite_character_fighter_effect_lightningdragon.NPK,念兽：雷龙出海
sprite_character_fighter_effect_muscleshift.NPK,柔化肌肉
sprite_character_fighter_effect_nencharge.NPK,风之气息
sprite_character_fighter_effect_nenflower.NPK,千莲怒放
sprite_character_fighter_effect_nenguardex.NPK,究极念气罩
sprite_character_fighter_effect_nenmonster_whitetiger.NPK,念兽：龙虎啸
sprite_character_fighter_effect_nenofbrilliance.NPK,念帝旋天破
sprite_character_fighter_effect_nenshield.NPK,念气罩
sprite_character_fighter_effect_poisonexplosion.NPK,连环毒爆弹
sprite_character_fighter_effect_poisonmist.NPK,死亡毒雾
sprite_character_fighter_effect_poisonsnake.NPK,万毒噬心决
sprite_character_fighter_effect_powerupondash.NPK,武神步
sprite_character_fighter_effect_punchafterreturn.NPK,折颈
sprite_character_fighter_effect_randomkick.NPK,纷影连环踢
